,Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
802,2325,5367,Humberto Hodkiewicz,Ms,Female,1,Single,48,2021-11-15,,Active,,,,Staff,Contarct Basis,Buddhist,Draughtsman,1993.0
803,2327,1795140,Theresa Bernier,Mr,Male,1,Married,31,2021-11-23,2022-03-31,Inactive,2022-03-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973.0
804,2328,193194,Wallace Beier IV,Mr,Male,1,Single,31,2021-11-22,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0
805,2329,5368,Rosella Walker,Mr,Male,1,Single,83,2021-11-22,2022-12-21,Inactive,2022-12-21,,,Staff,Contarct Basis,Buddhist,Mechanical Engineer,1995.0
806,2330,50045,Domingo Raynor,Mr,Male,1,Married,58,2021-11-15,2022-06-03,Inactive,2022-06-03,,,Staff,Contarct Basis,Buddhist,Sociologist,1962.0
807,2331,1795141,Miss Bernice Jerde,Mr,Male,1,Married,31,2021-11-24,2022-03-30,Inactive,2022-03-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987.0
808,2332,203007,Dr Phyllis Hoppe DDS,Ms,Female,1,Married,31,2021-11-10,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0
809,2333,1795142,Alize Bartoletti,Mr,Male,1,Married,31,2021-11-26,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982.0
810,2334,1795143,Arthur Keebler,Mr,Male,1,Married,31,2021-11-26,2022-04-01,Inactive,2022-04-01,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973.0
811,2337,1795146,Reuben Ebert,Mr,Male,1,Married,31,2021-11-29,2022-02-15,Inactive,2022-02-15,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998.0
812,2339,5369,Prof Archibald Quitzon V,Mr,Male,1,Single,8,2021-11-29,,Active,,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1993.0
813,2341,198138,Leonie Effertz MD,Mr,Male,1,Married,31,2021-11-29,2022-04-30,Inactive,2022-04-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0
814,2342,1795147,Omari Hintz,Mr,Male,1,Married,124,2021-12-01,2022-04-02,Inactive,2022-04-02,,,Labour,Contarct Basis,Buddhist,Mason,1976.0
815,2343,1795148,Deja Smith,Mr,Male,1,Married,31,2021-12-02,2022-03-26,Inactive,2022-03-26,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995.0
816,2346,5370,Prof Warren Bartell,Ms,Female,1,Single,17,2021-12-01,2022-04-09,Inactive,2022-04-09,,,Staff,Contarct Basis,Buddhist,Account Executive,1993.0
817,2348,198140,Lucius Pfannerstill DDS,Mr,Male,1,Married,30,2021-12-03,2022-02-28,Inactive,2022-02-28,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1996.0
818,2350,196158,Brandi Daniel Sr,Mr,Male,1,Single,31,2021-12-06,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998.0
819,2360,198142,Cheyanne Mueller,Mr,Male,1,Married,30,2021-12-09,2022-02-27,Inactive,2022-02-27,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1985.0
820,2361,198143,Jaunita O'Connell,Mr,Male,1,Single,30,2021-12-09,2022-02-27,Inactive,2022-02-27,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,2001.0
821,2364,198146,Adella Walsh,Mr,Male,1,Single,30,2021-12-10,2022-02-26,Inactive,2022-02-26,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,2001.0
822,2368,51027,Lenore Price I,Mr,Male,1,Married,182,2021-12-11,,Active,,,,Labour,Contarct Basis,Buddhist,Labour,1991.0
823,2369,201010,Ernest Dietrich DVM,Mr,Male,3,Single,184,2021-12-11,2022-03-17,Inactive,2022-03-17,,,Labour,Contarct Basis,Hindu,Lab Helper,1981.0
824,2370,201011,Jade Kuphal,Mr,Male,1,Single,169,2021-12-12,2022-11-16,Inactive,2022-11-16,,,Labour,Contarct Basis,Buddhist,Bobcat Operator,1981.0
825,2372,1795151,Dr Sally Ritchie I,Mr,Male,1,Single,31,2021-12-14,2022-03-31,Inactive,2022-03-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0
826,2376,5372,Hillary Cronin,Mr,Male,1,Married,22,2021-12-15,,Active,,673.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1970.0
827,2379,5374,Leone Blick Sr,Mr,Male,1,Married,22,2021-12-16,2022-02-12,Inactive,2022-02-12,,,Labour,Contarct Basis,Buddhist,Technical Officer,1989.0
828,2380,193197,Dr Orpha Padberg,Mr,Male,1,Single,31,2021-12-17,2022-05-17,Inactive,2022-05-17,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2006.0
829,2381,193196,Ike Williamson,Mr,Male,1,Married,31,2021-12-13,2022-04-11,Inactive,2022-04-11,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0
830,2382,196160,Lesley Emmerich,Mr,Male,1,Married,43,2021-12-15,2022-05-31,Inactive,2022-05-31,,,Labour,Contarct Basis,Buddhist,Operator - JCB,2000.0
831,2383,197110,Mazie Douglas,Mr,Male,1,Married,31,2021-12-13,2022-03-14,Inactive,2022-03-14,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982.0
832,2384,5375,Kyler Bins,Mr,Male,1,Married,7,2021-12-20,,Active,,,,Staff,Contarct Basis,Buddhist,Store Keeper,1964.0
833,2386,199084,Richie Nitzsche I,Mr,Male,1,Married,1,2021-12-15,2022-04-05,Inactive,2022-04-05,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1993.0
834,2387,199086,Mrs Jennifer Monahan PhD,Mr,Male,1,Single,30,2021-12-18,2022-11-30,Inactive,2022-11-30,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1991.0
835,2388,199085,Gudrun Cruickshank,Mr,Male,3,Single,30,2021-12-17,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Hindu,Semi Skilled Labor,2000.0
836,2389,51029,Mr Ewell Mueller Sr,Mr,Male,1,Single,181,2021-12-20,2022-03-12,Inactive,2022-03-12,,,Staff,Contarct Basis,Buddhist,Trainee Engineer,1999.0
837,2393,5377,Lorenza Deckow,Mr,Male,1,Single,27,2021-12-23,,Active,,1964.0,,Staff,Contarct Basis,Buddhist,Supervisor,1998.0
838,2394,193198,Rosie Kutch,Mr,Male,1,Married,55,2021-12-20,2022-02-24,Inactive,2022-02-24,,,Labour,Contarct Basis,Buddhist,Fitter,1966.0
839,2396,197112,Leta Pfannerstill,Mr,Male,1,Single,31,2021-12-23,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989.0
840,2397,197111,Mr Maximus Lakin DDS,Mr,Male,1,Single,31,2021-12-20,2022-03-02,Inactive,2022-03-02,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970.0
841,2398,197113,Prof Franz Dicki,Mr,Male,1,Single,55,2021-12-01,2022-03-02,Inactive,2022-03-02,,,Labour,Contarct Basis,Buddhist,Fitter,1996.0
842,2399,198147,Prof Richmond Dooley III,Mr,Male,5,Single,31,2021-12-27,,Active,,,,Labour,Contarct Basis,Muslim,Unskilled Labor,1996.0
843,2401,1975009,Ms Melba Walter,Mr,Male,1,Married,31,2021-12-27,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0
844,2404,1795153,Sim Abbott III,Mr,Male,1,Married,124,2022-01-03,2022-03-30,Inactive,2022-03-30,,,Labour,Contarct Basis,Buddhist,Mason,1965.0
845,2406,5379,Lavon Littel,Mr,Male,1,Married,186,2021-12-07,,Active,,,,Staff,Contarct Basis,Buddhist,Surveyor,1979.0
846,2408,1795154,Vaughn Mills,Mr,Male,1,Married,31,2022-01-04,2022-03-30,Inactive,2022-03-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0
847,2410,199087,Mr Madyson Hammes III,Mr,Male,1,Married,95,2021-12-20,,Active,,,,Labour,Contarct Basis,Buddhist,Welder,1974.0
848,2411,193199,Mr Hiram Homenick III,Mr,Male,1,Single,55,2022-01-03,,Active,,,,Labour,Contarct Basis,Buddhist,Fitter,1996.0
849,2427,5382,Dr Daryl Schaefer,Mr,Male,1,Single,33,2022-01-03,,Active,,,,Staff,Contarct Basis,Buddhist,Site Engineer,1993.0
850,2428,5383,Dr Mariana Stiedemann DVM,Mr,Male,1,Married,187,2022-01-01,,Active,,,,Staff,Contarct Basis,Buddhist,Material Engineer,1983.0
851,2430,5385,Tillman Fadel,Mr,Male,1,Single,22,2022-01-01,,Active,,,,Staff,Contarct Basis,Buddhist,Technical Officer,1996.0
852,2431,1935028,Tracy Sporer,Mr,Male,1,Single,31,2022-01-06,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995.0
853,2432,202002,Ms Karianne Tromp,Mr,Male,1,Married,122,2022-01-01,,Active,,,,Labour,Contarct Basis,Buddhist,Security,1970.0
854,2433,179046,Kennedi Sipes,Ms,Female,1,Single,125,2022-01-06,2022-05-03,Inactive,2022-05-03,,,Labour,Contarct Basis,Buddhist,Data Colector,1998.0
855,2435,196162,Mr Rollin Koelpin III,Mr,Male,1,Married,31,2022-01-06,2022-06-17,Inactive,2022-06-17,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0
856,2437,197114,Cydney Larson,Mr,Male,1,Married,55,2022-01-06,,Active,,,,Labour,Contarct Basis,Buddhist,Fitter,1961.0
857,2441,189072,Ophelia Konopelski III,Mr,Male,1,Married,31,2022-01-10,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991.0
858,2446,51031,Prof Meda Gottlieb Jr,Mr,Male,1,Single,70,2022-01-11,2022-07-26,Inactive,2022-07-26,,,Staff,Contarct Basis,Buddhist,Data Entry Operator,1999.0
859,2447,1795156,Mr Julio Ledner II,Mr,Male,1,Married,31,2022-01-13,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988.0
860,2451,1935030,Dr Ben Skiles,Mr,Male,1,Single,31,2022-01-11,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0
861,2452,189074,Breanne Leuschke,Mr,Male,1,Single,31,2022-01-13,2022-02-20,Inactive,2022-02-20,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0
862,2453,206002,Cathrine Rogahn,Mr,Male,1,Single,139,2022-01-03,,Active,,,,Labour,Contarct Basis,Buddhist,Surveyor Helper,1999.0
863,2454,206003,Lisandro Heidenreich IV,Mr,Male,1,Married,189,2022-01-01,,Active,,,,Labour,Contarct Basis,Buddhist,Lab Assistant,1990.0
864,2455,206004,Prof Jovan Romaguera,Mr,Male,1,Single,189,2022-01-01,,Active,,,,Labour,Contarct Basis,Buddhist,Lab Assistant,1989.0
865,2457,51032,Florence Reichert,Mr,Male,1,Single,56,2022-01-18,2022-02-12,Inactive,2022-02-12,,,Labour,Contarct Basis,Buddhist,Helper,2002.0
866,2459,1795157,Tara Blick V,Mr,Male,1,Married,31,2022-01-21,2022-04-10,Inactive,2022-04-10,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0
867,2460,193200,Maeve Mertz,Mr,Male,1,Married,31,2022-01-05,2022-02-09,Inactive,2022-02-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963.0
868,2461,5387,Prof Shane Heller Jr,Mr,Male,1,Married,22,2022-01-01,,Active,,1964.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1986.0
869,2462,1795158,Mrs Meggie Ankunding,Mr,Male,1,Single,80,2022-01-24,2022-03-30,Inactive,2022-03-30,,,Labour,Contarct Basis,Buddhist,Driver - cab,1996.0
870,2466,196165,Prof Kurtis Larkin MD,Mr,Male,1,Married,31,2022-01-21,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962.0
871,2467,1935032,Graciela Miller III,Mr,Male,1,Single,31,2022-01-11,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0
872,2468,199088,Charity Feil,Mr,Male,1,Single,31,2022-01-25,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0
873,2469,1795159,Miss Ernestine Olson III,Mr,Male,1,Married,31,2022-01-25,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973.0
874,2470,193203,Osborne Emmerich,Mr,Male,1,Married,31,2022-01-25,2022-02-26,Inactive,2022-02-26,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0
875,2473,196166,Howard Kihn,Mr,Male,1,Married,31,2022-01-24,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958.0
876,2474,196167,Destinee Kirlin,Mr,Male,1,Married,31,2022-01-25,2022-04-08,Inactive,2022-04-08,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975.0
877,2476,203009,Maci Casper,Mr,Male,1,Married,31,2022-01-10,2022-03-02,Inactive,2022-03-02,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990.0
878,2477,195039,Francis Weimann,Mr,Male,1,Married,31,2022-01-27,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985.0
879,2478,205004,Lilly Prohaska PhD,Mr,Male,1,Married,122,2022-01-14,,Active,,,,Labour,Contarct Basis,Buddhist,Security,1955.0
880,2480,198149,Amalia Morissette,Mr,Male,1,Married,31,2022-01-31,2022-04-17,Inactive,2022-04-17,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0
881,2481,198148,Rubye Olson,Mr,Male,1,Married,26,2022-01-29,2022-04-08,Inactive,2022-04-08,,,Labour,Contarct Basis,Buddhist,Mechanic,1990.0
882,2482,196168,Verdie McKenzie,Mr,Male,1,Single,55,2022-01-25,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Fitter,1999.0
883,2483,196169,Dr Dean Runolfsson,Mr,Male,1,Married,31,2022-01-29,2022-04-02,Inactive,2022-04-02,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970.0
884,2484,196170,Abagail Trantow,Ms,Female,1,Married,195,2022-01-01,,Active,,,,Labour,Contarct Basis,Buddhist,Data Coordinator,1998.0
885,2485,196171,Prince Goodwin,Ms,Female,1,Single,195,2022-01-04,,Active,,,,Labour,Contarct Basis,Buddhist,Data Coordinator,1996.0
886,2486,203010,Miss Clementina Kilback,Ms,Female,1,Single,31,2022-01-19,2022-04-28,Inactive,2022-04-28,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0
887,2487,1795160,Junior Stamm,Mr,Male,1,Married,31,2022-02-01,2022-04-02,Inactive,2022-04-02,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964.0
888,2488,193205,Eldridge Conroy,Mr,Male,1,Single,31,2022-02-01,2022-02-03,Inactive,2022-02-03,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0
889,2489,197117,Prof Sarai Rodriguez,Mr,Male,1,Married,31,2022-01-03,2022-05-11,Inactive,2022-05-11,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991.0
890,2490,199089,Dixie Bechtelar,Mr,Male,3,Single,124,2022-02-01,2022-02-10,Inactive,2022-02-10,,,Labour,Contarct Basis,Hindu,Mason,2001.0
891,2491,195040,Herbert Legros,Mr,Male,3,Single,31,2022-02-02,,Active,,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1994.0
892,2493,1795162,Zula Price IV,Mr,Male,1,Single,124,2022-02-03,2022-02-03,Inactive,2022-02-03,,,Labour,Contarct Basis,Buddhist,Mason,1997.0
893,2495,188015,Oda Flatley Jr,Mr,Male,1,Married,31,2022-02-08,2022-04-01,Inactive,2022-04-01,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973.0
894,2496,196172,Carley Kunze,Mr,Male,1,Married,123,2022-02-01,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Carpenter,1973.0
895,2498,196174,Norberto Dach,Mr,Male,1,Married,31,2022-02-07,2022-02-24,Inactive,2022-02-24,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0
896,2499,196175,Mrs Kayla Steuber DDS,Mr,Male,1,Married,31,2022-02-08,2022-04-08,Inactive,2022-04-08,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977.0
897,2500,193206,Nellie Runolfsdottir,Mr,Male,1,Married,31,2022-02-09,2022-04-30,Inactive,2022-04-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0
898,2503,1985017,Emmalee Hoeger,Mr,Male,1,Married,4,2022-02-09,2022-04-02,Inactive,2022-04-02,,,Labour,Contarct Basis,Buddhist,Bar Bender,1973.0
899,2504,5388,Agnes Leuschke,Mr,Male,1,Married,190,2022-02-07,,Active,,,,Management,Contarct Basis,Buddhist,Head of QS - Post Contract,1980.0
900,2505,5389,Ms Lysanne Welch II,Mr,Male,1,Single,158,2022-02-08,,Active,,,,Staff,Contarct Basis,Buddhist,Assistant QS,1996.0
901,2506,5390,Gerson Ferry,Mr,Male,1,Married,33,2022-02-08,,Active,,,,Staff,Contarct Basis,Buddhist,Site Engineer,1968.0
902,2507,1795164,Hayden Considine V,Mr,Male,1,Single,31,2022-02-11,2022-04-01,Inactive,2022-04-01,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2000.0
903,2508,193207,Gracie Roob,Mr,Male,1,Single,55,2022-02-11,2022-02-18,Inactive,2022-02-18,,,Labour,Contarct Basis,Buddhist,Fitter,1995.0
904,2509,193208,Clovis Lakin,Ms,Female,1,Single,43,2022-02-04,2022-04-29,Inactive,2022-04-29,,,Labour,Contarct Basis,Buddhist,Operator - JCB,1995.0
905,2511,188017,Wilfrid Eichmann IV,Mr,Male,1,Married,31,2022-02-08,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986.0
906,2512,188018,Mr Stanton Towne DDS,Mr,Male,1,Single,31,2022-02-08,2022-04-02,Inactive,2022-04-02,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0
907,2513,188019,Carleton Nitzsche MD,Mr,Male,1,Married,31,2022-02-08,2022-04-01,Inactive,2022-04-01,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960.0
908,2514,188020,Mrs Megane Sanford,Mr,Male,1,Married,31,2022-02-14,2022-03-31,Inactive,2022-03-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0
909,2515,188021,Mozelle Upton,Mr,Male,1,Married,31,2022-02-11,2022-04-06,Inactive,2022-04-06,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980.0
910,2516,197118,Anastacio Mosciski,Mr,Male,1,Married,31,2022-02-01,2022-03-02,Inactive,2022-03-02,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0
911,2517,197119,Kitty Corwin,Mr,Male,1,Single,31,2022-02-01,2022-03-23,Inactive,2022-03-23,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0
912,2518,197120,Godfrey Haley IV,Mr,Male,1,Married,31,2022-02-01,2022-03-23,Inactive,2022-03-23,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0
913,2520,1975011,Reanna Brekke PhD,Mr,Male,1,Married,31,2022-02-14,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970.0
914,2522,196176,Orland Stiedemann Sr,Mr,Male,1,Married,31,2022-02-05,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0
915,2523,196177,Ottilie Purdy,Mr,Male,1,Married,31,2022-02-15,2022-06-17,Inactive,2022-06-17,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0
916,2524,196178,Dale Glover,Mr,Male,1,Married,31,2022-02-15,2022-03-06,Inactive,2022-03-06,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1951.0
917,2529,196179,Colton Emmerich,Mr,Male,1,Married,31,2022-02-22,2022-03-26,Inactive,2022-03-26,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1979.0
918,2530,201012,Jimmy Gutmann Sr,Mr,Male,1,Married,29,2022-02-12,2022-06-28,Inactive,2022-06-28,,,Labour,Contarct Basis,Buddhist,Cook,1963.0
919,2531,5393,Marc Spencer,Mr,Male,1,Married,163,2022-02-15,,Active,,,,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,1970.0
920,2533,5395,Samantha Kuvalis,Mr,Male,1,Single,33,2022-02-23,2022-05-28,Inactive,2022-05-28,,,Staff,Contarct Basis,Buddhist,Site Engineer,1994.0
921,2535,1795166,Yasmin Mertz,Mr,Male,1,Married,31,2022-02-26,2022-03-31,Inactive,2022-03-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980.0
922,2538,193210,Dexter Nader,Mr,Male,1,Married,31,2022-03-01,2022-03-03,Inactive,2022-03-03,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989.0
923,2540,1945037,Tristin Schmitt DVM,Mr,Male,1,Single,31,2022-03-01,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0
924,2541,188022,Korey Buckridge I,Mr,Male,1,Married,31,2022-03-01,2022-04-07,Inactive,2022-04-07,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968.0
925,2542,188023,Dr Zoey Mitchell,Mr,Male,1,Married,31,2022-03-03,2022-04-25,Inactive,2022-04-25,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1956.0
926,2543,188024,Aaliyah Torp,Mr,Male,1,Married,31,2022-03-03,2022-04-25,Inactive,2022-04-25,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966.0
927,2544,182011,Shea Grimes,Mr,Male,1,Single,31,2022-03-04,2022-05-19,Inactive,2022-05-19,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995.0
928,2545,182012,Randi Beahan IV,Mr,Male,1,Single,31,2022-03-04,2022-04-29,Inactive,2022-04-29,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0
929,2546,182013,Ebba Quigley,Mr,Male,1,Single,31,2022-03-04,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0
930,2548,1795168,Sharon Bednar,Mr,Male,1,Single,31,2022-03-08,2022-03-10,Inactive,2022-03-10,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003.0
931,2550,1795169,Ms Roxane Adams Jr,Mr,Male,1,Married,31,2022-03-08,2022-03-08,Inactive,2022-03-08,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0
932,2551,198151,Prof Lucio Effertz Jr,Mr,Male,1,Single,31,2022-03-08,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0
933,2552,51033,Maurine Schneider,Mr,Male,1,Single,56,2022-03-03,,Active,,,,Labour,Contarct Basis,Buddhist,Helper,1996.0
934,2553,1795171,Prof Nathanial Gerhold,Mr,Male,1,Single,31,2022-03-09,2022-03-26,Inactive,2022-03-26,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988.0
935,2554,188025,Zelda Kohler,Mr,Male,1,Single,53,2022-03-08,2022-04-07,Inactive,2022-04-07,,,Labour,Contarct Basis,Buddhist,Pipe Fitter,1999.0
936,2555,5397,Mr Noel Buckridge PhD,Mr,Male,1,Single,69,2022-03-01,,Active,,1964.0,,Staff,Contarct Basis,Buddhist,Site Supervisor,2001.0
937,2557,193212,Dr Alexandro Davis,Mr,Male,1,Married,31,2022-03-10,2022-03-23,Inactive,2022-03-23,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980.0
938,2558,1795172,Antonette Wunsch,Mr,Male,5,Married,31,2022-03-14,2022-04-06,Inactive,2022-04-06,,,Labour,Contarct Basis,Muslim,Unskilled Labor,1982.0
939,2559,196181,Rollin Jacobi DDS,Mr,Male,1,Married,55,2022-03-10,2022-06-17,Inactive,2022-06-17,,,Labour,Contarct Basis,Buddhist,Fitter,1972.0
940,2560,196182,Scottie Murray Jr,Mr,Male,1,Married,31,2022-03-10,2022-04-01,Inactive,2022-04-01,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990.0
941,2561,198152,Doris Flatley,Mr,Male,1,Married,31,2022-03-14,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0
942,2562,5399,Dr Paul Weber V,Ms,Female,1,Married,8,2022-03-10,2022-06-24,Inactive,2022-06-24,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1983.0
943,2563,1935034,Marcelina Boehm,Mr,Male,1,Married,31,2022-03-12,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998.0
944,2564,1935035,Ms Pinkie Grady DVM,Mr,Male,1,Married,31,2022-03-11,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986.0
945,2565,5400,Dillon Oberbrunner DDS,Mr,Male,1,Single,191,2022-03-15,2022-07-26,Inactive,2022-07-26,,,Staff,Contarct Basis,Buddhist,Logistic Assistant,1994.0
946,2566,1935033,Edythe Altenwerth,Mr,Male,1,Single,31,2022-03-01,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0
947,2567,1935036,Gisselle Nitzsche,Mr,Male,1,Married,31,2022-03-03,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996.0
948,2568,193213,Mr Peyton Kulas,Ms,Female,1,Single,30,2022-03-16,2022-05-09,Inactive,2022-05-09,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1998.0
949,2569,5401,Elliot Luettgen,Mr,Male,1,Single,22,2022-03-10,,Active,,2709.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1991.0
950,2570,1795173,Albertha O'Conner,Mr,Male,1,Married,31,2022-03-19,2022-03-29,Inactive,2022-03-29,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995.0
951,2572,5403,Miss Oleta Rath,Mr,Male,1,Married,192,2022-03-21,,Active,,,,Staff,Contarct Basis,Buddhist,Assistant Planning Engineer,1995.0
952,2573,5404,Delfina Fay DVM,Mr,Male,1,Single,7,2022-03-21,,Active,,,,Staff,Contarct Basis,Buddhist,Store Keeper,2000.0
953,2574,5405,Davon Rath,Mr,Male,1,Single,33,2022-03-21,,Active,,,,Staff,Contarct Basis,Buddhist,Site Engineer,1995.0
954,2575,5406,Jewell Sipes,Mr,Male,5,Married,6,2022-03-22,2022-04-04,Inactive,2022-04-04,,,Staff,Contarct Basis,Muslim,Project Manager,1964.0
955,2576,1985018,Mr Easton Balistreri,Mr,Male,1,Married,4,2022-03-19,,Active,,,,Labour,Contarct Basis,Buddhist,Bar Bender,1975.0
956,2577,1985019,Guiseppe Schultz,Mr,Male,1,Married,4,2022-03-19,,Active,,,,Labour,Contarct Basis,Buddhist,Bar Bender,1990.0
957,2578,1985020,Dan Connelly,Mr,Male,1,Married,4,2022-03-19,,Active,,,,Labour,Contarct Basis,Buddhist,Bar Bender,1974.0
958,2579,1985021,Dr Blaise Lebsack,Mr,Male,1,Married,4,2022-03-19,,Active,,,,Labour,Contarct Basis,Buddhist,Bar Bender,1987.0
959,2580,1985022,Lee Beatty,Mr,Male,1,Married,4,2022-03-19,,Active,,,,Labour,Contarct Basis,Buddhist,Bar Bender,1995.0
960,2581,1985023,Aliyah Mohr,Mr,Male,1,Married,4,2022-03-19,,Active,,,,Labour,Contarct Basis,Buddhist,Bar Bender,1987.0
